id,origin,destination,start_time,kind
484,283,229,865,Human
485,198,116,1371,Human
486,284,230,824,Human
487,279,85,582,Human
488,285,63,866,Human
489,286,231,1344,Human
490,287,73,1391,Human
491,252,148,422,Human
492,288,44,1729,Human
493,69,95,980,Human
494,269,232,1030,Human
495,125,233,1690,Human
496,155,48,777,Human
497,237,234,171,Human
498,167,217,731,Human
499,289,175,89,Human
500,268,54,521,Human
501,224,235,43,Human
502,128,236,717,Human
503,290,54,1050,Human
504,291,128,350,Human
505,275,44,1143,Human
506,142,78,181,Human
507,275,65,1414,Human
508,16,73,1070,Human
509,15,237,787,Human
510,292,128,1207,Human
511,293,96,379,Human
512,117,238,1159,Human
513,294,217,344,Human
514,295,10,802,Human
515,130,48,1320,Human
516,296,73,1621,Human
517,297,132,24,Human
518,33,96,1113,Human
519,229,239,455,Human
520,298,240,1191,Human
521,290,116,565,Human
522,299,241,1165,Human
523,286,96,567,Human
524,77,41,1566,Human
525,300,128,1041,Human
526,280,74,1220,Human
527,294,95,287,Human
528,186,242,1187,Human
529,297,44,1433,Human
530,281,96,436,Human
531,252,242,159,Human
532,301,216,1780,Human
533,279,95,1289,Human
534,288,73,1712,Human
535,302,73,654,Human
536,301,73,1459,Human
537,270,243,137,Human
538,251,216,1632,Human
539,278,73,4,Human
540,131,244,904,Human
541,144,216,1648,Human
542,251,73,1676,Human
543,303,84,1675,Human
544,304,245,119,Human
545,305,73,774,Human
546,33,246,1686,Human
547,170,247,1078,Human
548,45,248,832,Human
